codigo,descripcion,familia,desc_familia,grupo_articulo,categoria,color,tipo,unidad,activo
7700149543712,Calc Tap Izq White Bear 650 Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149543743,Tapa Lat Izq Bear 650 Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149543699,Calco Tanq Shadow Bear 650 Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149543705,Cal Tan Logo Shado Bear 650 Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149543439,Cal Tan Logo White Bear 650 Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149543590,Calc Tan Der White Bear 650 Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149543828,Calc Tan Izq White Bear 650 Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149543651,Calc Tap Iz Shadow Bear 650 Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149543606,Calc Tap Izq Green Bear 650 Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149543224,Calc Tap Der Honey Bear 650 Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149543217,Calc Tap Izq Honey Bear 650 Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149543620,Calc Tan Der Green Bear 650 Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149543637,Calc Tan Izq Green Bear 650 Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149543736,Cal Tan Logo Green Bear 650 Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149543613,Calc Tap Der Green Bear 650 Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149543583,Calc Tap De Shadow Bear 650 Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149598200,Cubta Tras Izq DS900X Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149598187,Cubta Tras Der DS900X Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149598170,Cubta Rad Inf Izq DS900X Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149598286,Cubta Rad Inf Der DS900X Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149596282,Tap tanq Izq DS900X Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149596190,Tap tanq Der DS900X Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149598347,Cubta Radiad Izq DS900X Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149598354,Cubta Radiad Der DS900X Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149598477,Cubta Faro DS900X Mp,1631000003,Materia Prima terceros,203002,Ckd,,CRUDO,UND,True
7700149385657,Tanque Gasolina 200DS+ Mp,1631000000,Ckd,203002,Ckd,,CRUDO,UND,True
7700149046466,Torn Hex Arand M6x30x10 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149144780,Sello Garantia AKT V3 MP,1632000000,Integracion Nacional,203002,Integración Nacional,GRIS,CRUDO,UND,True
7700149218078,30P Sprte Unidad ABS XC15WX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149218122,Resor Gato Latetal XC15WX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149218252,Pasacable Metal Largo 2x100 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149218450,Soporte Sensor Oxigeno Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149218481,30P Regulador Rectif XC15WX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149218511,Abrazadera Mang XC15WX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149218566,Pin Gui Plas Cabl Bobi Alta Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149218719,Cargador USB XC15WX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149218726,60P Relay XC15WX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149218740,60P Sensor O2 XC15WX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149218764,Switche Freno Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149218788,60G Comando Der XC15WX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149218917,Tor Camp Arand M4x17x8 Trop Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149218931,Torn Hex Buj Rosca M8x34x14 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149219075,Tornillo Goloso M5x16 Negro Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149219129,Tornillo Camp M10x35x12 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149219136,Tor Cam Cue Neg M8x45x12 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149219143,Torn Camp M6x22x10 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149219204,Tornillo Goloso M4x20 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149219273,Tornillo Camp M6x12x10 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149219389,Caucho Gaveta XC15WX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149304238,Torn Camp Gol M5x16 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149320627,Calco Info moto Dyn RX Mp,1632000000,Integracion Nacional,203002,Integración Nacional,GRIS,CRUDO,UND,True
7700149364515,Disco Freno Tras XC15WX MP,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149421805,Soporte Bateria RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149421812,Tijeras RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149421829,Buje Campa Tropi M17x27x35 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149421836,Eje Llanta Tras Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149421850,Caja Velocimetro RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149421867,Control CBS RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149421874,Sistema Freno RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149421881,Disco Freno Del RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149421898,Pasacable Manguera Freno Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149421911,Soporte Posapie Der RX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149421928,Velocimetro RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149421935,Caja Bateria RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149421942,Caucho Velocimetro RX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149421959,Protector Bateria Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149421966,Bobina Encendido A RX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149421973,Bobina Encendido B RX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149421980,Gato Central RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149421997,Eje Pasad Gato Centr M8x176 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422000,Gato Laterl RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422017,Cubierta Interna RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422024,Cub Posapie Der RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422031,Cub Posapie Izq RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422048,Buje Recto Tropica M10x18x4 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422055,Suspensión Del Der DYN RX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422062,Cubierta Izq Conduct RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422079,Soporte Posapie Izq RX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422086,Ramal Electrico RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422093,Caja Filtro RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422109,Tanque Gasolina RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422116,Valvula Cort Gasolina RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422123,Cuello Tuberia Gas RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422130,Clip Tuberia RX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422147,Manguera Val Gases Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422154,Manguera Llenado Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422161,Manguera Combustible Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422178,Guaya Acelerador RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422185,Mofle RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422192,Protector Mofle RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422208,Pito RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422215,Bateria RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422222,Amortiguador trasero RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422239,Cable Bateria RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422246,Cable a Tierra Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422253,Ensamble Farolas RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422260,Direc Front Der RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422277,Estacio Front Der RX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422284,Direc Front Izq RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422291,Estacio Front Izq RX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422307,Stop RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422314,Reflectivo Laterales RX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422321,Reflectivo Derecho RX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422338,Reflectivo Izquierdo RX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422345,Suit Gato Laterl RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422352,Bobina Encendido RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422369,Torn Hex Arand Neg M5x14x8 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422376,Suspensión Del Izq DYN RX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422383,Antivibrante Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422390,Cubierta Lateral Izq RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422437,Torn M8x45 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422444,Eje M10x203x12 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422451,Tor Button Somb Ara M8x20x6 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422475,Pasacable Guaya Acelerador Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422482,Cubierta Lateral Der RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422499,Torn Hex Arand M5x14x8 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422505,Antivibrante Recto Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422512,Tor Somb Estr Buje Ng M6x16 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422529,Chapeta Tropicalizada M5 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422536,Tuerca Cupula Galvan M10x17 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422543,Tuer Camp Segur M8x12 Gal Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422550,Torn Hex Arand M6x12x10 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422567,Torn Hex Arand Neg M6x16x10 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422574,Tornillo Goloso Neg M5x16 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422581,Arand Plana Galvan M8x18x1 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422598,Arand Plana M6x18x1.5 Pavon Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422604,Torn Camp Cuel Pav M8x65x12 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422611,Tornillo Campana Pavo M6x12 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422628,Torn Camp Cuel Galv M6x45x8 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422635,Torni Somb Estre M6x16 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422642,Cubierta piso RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422659,Amortiguador tras izq RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422666,Manubrio RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422673,Cubierta velocimetro RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422703,Cubierta Embrague Der Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422710,Cubierta Embrague Izq Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422734,Guardab Del Interno RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422772,Antivibrante Rectangu M6x80 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422789,Motor RX VIN Mp,1631000002,Materia Prima Motor,203002,Ckd,GRIS,CRUDO,UND,True
7700149422796,Seguro Asiento RX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149422802,Bisagra Asiento RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422826,Seguro Chapa Sillin RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422833,Cable Seguro Asiento RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422840,Guardab Tras RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422857,Guardab Tras Interno RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422864,Guardabarro Tras RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422871,Cubierta Central RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422888,Caja Front Int RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422895,Gaveta RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149422918,Cubierta Int Guardab Del RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149426930,Abraz Motor RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149426947,Juego Llaves RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149426954,Comando Izquierdo RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149426961,Soporte Velocimetro RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149426985,Platina Panel Inf  Tras Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149426992,Pasacable Plastico Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149427005,Soporte Switch Mag Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149427012,Torni Pesli Guia Galv M6x16 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149427029,Soporte Regulador RX Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149427036,Platina Soporte Caja Scaner Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7700149427043,Horquilla Inferior RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149427050,Cubierta Inf Del RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149427081,Platina Panel Inf Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149440516,Calco Castrol automatico Mp,1632000000,Integracion Nacional,203002,Integración Nacional,GRIS,CRUDO,UND,True
7700149440530,Emblema Manubrio AKT Dyn RX Mp,1632000000,Integracion Nacional,203002,Integración Nacional,GRIS,CRUDO,UND,True
7700149440554,Calco EFI Negro generico Mp,1632000000,Integracion Nacional,203002,Integración Nacional,GRIS,CRUDO,UND,True
7700149440561,Calco CBS Negro generico Mp,1632000000,Integracion Nacional,203002,Integración Nacional,GRIS,CRUDO,UND,True
7700149440578,Calco Rin DYN RX Mp,1632000000,Integracion Nacional,203002,Integración Nacional,GRIS,CRUDO,UND,True
7700149475761,Emblema AKT Frontal Mp,1632000000,Integracion Nacional,203002,Integración Nacional,GRIS,CRUDO,UND,True
7700149492843,Emblema Der DYN RX V2 Mp,1632000000,Integracion Nacional,203002,Integración Nacional,GRIS,CRUDO,UND,True
7700149492850,Emblema Izq DYN RX V2 Mp,1632000000,Integracion Nacional,203002,Integración Nacional,GRIS,CRUDO,UND,True
7700149546171,Manual CBS Dyn RX 3*1 Mp,1632000000,Integracion Nacional,203002,Integración Nacional,GRIS,CRUDO,UND,True
7700149608145,Rueda Del Especial DYN RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149608152,Rueda Tras Especial DYN RX Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7700149692618,Calco Lat Der AKT DYN RX Mp,1632000000,Integracion Nacional,203002,Integración Nacional,GRIS,CRUDO,UND,True
7700149692625,Calco Lat Izq AKT DYN RX Mp,1632000000,Integracion Nacional,203002,Integración Nacional,GRIS,CRUDO,UND,True
7701023225731,60P Abraz Inf Manubrio J5 Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7701023225748,60P Abraz Sup Manubrio J5 Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7701023395052,60P Carretel Aceler 125SC-R Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023418287,60G Flasher Direcc 125SC-R Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7701023418447,60P Manilar Izq Naked 125PROMp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7701023418546,Tapón Carenaje Cent 125SC Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023418621,Soporte Guantera Pechera Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023418690,Tor Button Aran M6x14x5 Gal Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023562935,Abrazade Desfogue Motor SC Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023563048,Empaque Mofle 125SC Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023563185,Tie-Rap 300MM Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023563253,60P Luz Placa 125SC Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7701023563260,Reflectivo Trasero 125SC Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023563352,Tuer Camp Estr Tropi M6x10 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023563369,30P Relay Arranque 125SC Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7701023563468,Eje Llan Del M12x255x14 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023563567,Tuer Direc Tropic M24x32x8 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023563635,Caucho Gato Central Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023563864,Antivibrante Cuadrado Peq Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023564038,Caucho Gancho Carenag 125SC Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023564120,60P Set Herramienta 125J4 Mp,1631000000,Ckd,203002,Ckd,GRIS,CRUDO,UND,True
7701023564151,Tor Cam Cuell Neg M10x50x14 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023564342,Chapeta China Tropica 125SC Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023564472,Torni Conic Estre Neg M5x18 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023564588,Arandela Plan Neg M8x18x2 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023564618,Arandela Pres Neg M8x13x2 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023564670,Tornillo Camp M6x12x10 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023582926,Tuerca Cupula Negro M8x12 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023583909,Tor Gol Punt Plan M5x16 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023583916,Tor Gol Punt Plan M5x12 Pav Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7701023735452,Calco Akt Guardab Tras Mp,1632000000,Integracion Nacional,203002,Integración Nacional,GRIS,CRUDO,UND,True
7705946160797,Buje Camp Tropical M18x35x7 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946160803,Buje Campana Neg M12x25x12 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946160810,Buj Rec Manu Trop M10x21x9 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946160865,Tuerca Camp Seg M10x14 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946160872,Tue Hex Seg M16x24x11 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946160889,Tuerca Camp Segu Neg M12x17 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946160902,Tuerca Hexag M8x14x6 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946160919,Tuerca Campa Neg M6x10x6 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946160933,Platina Pasacable Velocime Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946160940,Eje Pasad Motor M10x191x12 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946161053,Tornillo Soke M6x16 Galvani Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946161060,Tornillos Soke M6x28 Galva Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946161084,Tornillo Soke M8x20 Galva Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946161114,Torn Camp M6x16x10 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946161121,Tornillo Camp M8x12x12 Neg Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946161152,Tor Hex Aran M6x16x10 Galv Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946161190,Resorte Gato Cent SC-R PRO Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946161220,Tor Cam Cue Neg M8x35x12 Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946161244,Tor Cam Cue M8x40x12Pav Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946161251,Tornillo Hex M8x70 SC-R PRO Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946161268,Tor Cam Cue Loc M8x65x12 Ng Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
7705946161282,Canastilla Superior SC Mp,1631000009,Partes Pequeñas,203002,Ckd,GRIS,CRUDO,UND,True
